#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Canonicalform|Canonical
#T_SP=webanno.custom.Category|Category
#T_SP=webanno.custom.Definitionelement|Def_element
#T_SP=webanno.custom.Relation|Relation
#T_SP=webanno.custom.Relation_definitor|Rel_verb_frame


#Text=shaft :  A vertical passage in a cave.
1-1	0-5	shaft	_	A.2 Underground landform	DEFINIENDUM	_	_	
1-2	6-7	:	_	_	_	_	_	
1-3	9-10	A	_	_	_	_	_	
1-4	11-19	vertical	_	_	_	HAS\_FORM	_	
1-5	20-27	passage	_	D.1 Abiotic	GENUS	_	_	
1-6	28-30	in	_	_	_	HAS\_LOCATION[36]	frame\_LOCATION[66]	
1-7	31-32	a	_	_	_	HAS\_LOCATION[36]	frame\_LOCATION[66]	
1-8	33-37	cave	_	A.2 Underground landform	_	HAS\_LOCATION[36]	_	
1-9	37-38	.	_	_	_	_	_	

#Text=shake, shakehole :  Term used mainly by cavers to indicate a doline, especially one formed by subsidence.
2-1	40-45	shake	_	A.1 Surface landform	DEFINIENDUM	_	_	
2-2	45-46	,	_	_	_	_	_	
2-3	47-56	shakehole	_	A.1 Surface landform	DEFINIENDUM	_	_	
2-4	57-58	:	_	_	_	_	_	
2-5	60-64	Term	_	_	_	_	_	
2-6	65-69	used	_	_	_	_	_	
2-7	70-76	mainly	_	_	_	_	_	
2-8	77-79	by	_	_	_	_	_	
2-9	80-86	cavers	_	_	_	_	_	
2-10	87-89	to	_	_	_	_	_	
2-11	90-98	indicate	_	_	_	_	_	
2-12	99-100	a	_	_	_	_	_	
2-13	101-107	doline	_	A.1 Surface landform	GENUS	_	_	
2-14	107-108	,	_	_	_	_	_	
2-15	109-119	especially	_	_	_	HAS\_CAUSE[37]	_	
2-16	120-123	one	_	_	_	HAS\_CAUSE[37]	_	
2-17	124-130	formed	_	_	_	HAS\_CAUSE[37]	frame\_CAUSE[67]	
2-18	131-133	by	_	_	_	HAS\_CAUSE[37]	frame\_CAUSE[67]	
