#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Canonicalform|Canonical
#T_SP=webanno.custom.Category|Category
#T_SP=webanno.custom.Definitionelement|Def_element
#T_SP=webanno.custom.Relation|Relation
#T_SP=webanno.custom.Relation_definitor|Rel_verb_frame


#Text=prikriti kras: Kras pod tankim, neprepustnim sedimentnim pokrovom, katerega oblike se le delno odražajo na površju. Je lahko fosilni ali recentni kras ali oboje hkrati.
1-1	0-8	prikriti	_	C. Geome[2]	DEFINIENDUM[42]	_	_	
1-2	9-13	kras	_	C. Geome[2]	DEFINIENDUM[42]	_	_	
1-3	13-14	:	_	_	_	_	_	
1-4	15-19	Kras	_	C. Geome	GENUS	_	_	
1-5	20-23	pod	_	_	_	HAS\_LOCATION[69]	frame\_LOCATION	
1-6	24-30	tankim	_	_	_	HAS\_LOCATION[69]	_	
1-7	30-31	,	_	_	_	HAS\_LOCATION[69]	_	
1-8	32-44	neprepustnim	_	_	_	HAS\_LOCATION[69]	_	
1-9	45-56	sedimentnim	_	D.1 Abiotic[3]	_	HAS\_LOCATION[69]	_	
1-10	57-65	pokrovom	_	D.1 Abiotic[3]	_	HAS\_LOCATION[69]	_	
1-11	65-66	,	_	_	_	_	_	
1-12	67-75	katerega	_	_	_	HAS\_FORM[70]	_	
1-13	76-82	oblike	_	_	_	HAS\_FORM[70]	_	
1-14	83-85	se	_	_	_	HAS\_FORM[70]	_	
1-15	86-88	le	_	_	_	HAS\_FORM[70]	_	
1-16	89-94	delno	_	_	_	HAS\_FORM[70]	_	
1-17	95-103	odražajo	_	_	_	HAS\_FORM[70]	_	
1-18	104-106	na	_	_	_	HAS\_FORM[70]	frame\_LOCATION	
1-19	107-114	površju	_	D.1 Abiotic	_	HAS\_FORM[70]	_	
1-20	114-115	.	_	_	_	_	_	
1-21	116-118	Je	_	_	_	HAS\_ATTRIBUTE[71]	_	
1-22	119-124	lahko	_	_	_	HAS\_ATTRIBUTE[71]	_	
1-23	125-132	fosilni	fosilni kras	C. Geome	_	HAS\_ATTRIBUTE[71]	_	
1-24	133-136	ali	_	_	_	HAS\_ATTRIBUTE[71]	_	
1-25	137-145	recentni	_	C. Geome[4]	_	HAS\_ATTRIBUTE[71]	_	
1-26	146-150	kras	_	C. Geome[4]	_	HAS\_ATTRIBUTE[71]	_	
1-27	151-154	ali	_	_	_	HAS\_ATTRIBUTE[71]	_	
1-28	155-160	oboje	_	_	_	HAS\_ATTRIBUTE[71]	_	
1-29	161-167	hkrati	_	_	_	HAS\_ATTRIBUTE[71]	_	
1-30	167-168	.	_	_	_	_	_	

#Text=prekriti kras: Pod vodoprepustnimi (kvartarnimi) naplavinami razviti kras, ki se odraža tudi v površinskih oblikah. skriti kras4. Kras, ki je prekrit z neprepustnimi sedimenti do tolike mere, da je brez površinskih kraških pojavov.
2-1	173-181	prekriti	_	C. Geome[5]	DEFINIENDUM[43]	_	_	
2-2	182-186	kras	_	C. Geome[5]	DEFINIENDUM[43]	_	_	
2-3	186-187	:	_	_	_	_	_	
2-4	188-191	Pod	_	_	_	HAS\_LOCATION[72]	frame\_LOCATION	
2-5	192-207	vodoprepustnimi	_	_	_	HAS\_LOCATION[72]	_	
2-6	208-209	(	_	_	_	HAS\_LOCATION[72]	_	
2-7	209-220	kvartarnimi	_	_	_	HAS\_LOCATION[72]	_	
2-8	220-221	)	_	_	_	HAS\_LOCATION[72]	_	
2-9	222-233	naplavinami	_	D.1 Abiotic	_	HAS\_LOCATION[72]	_	
2-10	234-241	razviti	_	_	_	_	_	
2-11	242-246	kras	_	C. Geome	GENUS	_	_	
2-12	246-247	,	_	_	_	_	_	
2-13	248-250	ki	_	_	_	_	_	
2-14	251-253	se	_	_	_	HAS\_FORM[73]	_	
2-15	254-260	odraža	_	_	_	HAS\_FORM[73]	_	
2-16	261-265	tudi	_	_	_	HAS\_FORM[73]	_	
2-17	266-267	v	_	_	_	HAS\_FORM[73]	_	
2-18	268-279	površinskih	_	_	_	HAS\_FORM[73]	_	
2-19	280-287	oblikah	_	_	_	HAS\_FORM[73]	_	
2-20	287-288	.	_	_	_	_	_	
2-21	289-295	skriti	Skriti kras[1]	C. Geome[6]	GENUS[44]	_	_	
2-22	296-301	kras4	Skriti kras[1]	C. Geome[6]	GENUS[44]	_	_	
2-23	301-302	.	_	_	_	_	_	
2-24	303-307	Kras	_	C. Geome	GENUS	_	_	
2-25	307-308	,	_	_	_	_	_	
2-26	309-311	ki	_	_	_	COMPOSITION\_MEDIUM[74]	_	
2-27	312-314	je	_	_	_	COMPOSITION\_MEDIUM[74]	frame\_COMPOSITION[99]	
2-28	315-322	prekrit	_	_	_	COMPOSITION\_MEDIUM[74]	frame\_COMPOSITION[99]	
2-29	323-324	z	_	_	_	COMPOSITION\_MEDIUM[74]	_	
2-30	325-338	neprepustnimi	_	_	_	COMPOSITION\_MEDIUM[74]	_	
2-31	339-348	sedimenti	_	D.1 Abiotic	_	COMPOSITION\_MEDIUM[74]	_	
2-32	349-351	do	_	_	_	COMPOSITION\_MEDIUM[74]	_	
2-33	352-358	tolike	_	_	_	COMPOSITION\_MEDIUM[74]	_	
2-34	359-363	mere	_	_	_	COMPOSITION\_MEDIUM[74]	_	
2-35	363-364	,	_	_	_	_	_	
2-36	365-367	da	_	_	_	CONTAINS[75]	_	
2-37	368-370	je	_	_	_	CONTAINS[75]	frame\_CONTAINS[100]	
2-38	371-375	brez	_	_	_	CONTAINS[75]	frame\_CONTAINS[100]	
2-39	376-387	površinskih	_	_	_	CONTAINS[75]	_	
2-40	388-395	kraških	_	D.1 Abiotic[7]	_	CONTAINS[75]	_	
2-41	396-403	pojavov	_	D.1 Abiotic[7]	_	CONTAINS[75]	_	
2-42	403-404	.	_	_	_	_	_	

#Text=obrežni kras: Kras ob morski ali jezerski obali.
3-1	409-416	obrežni	_	C. Geome[8]	DEFINIENDUM[45]	_	_	
3-2	417-421	kras	_	C. Geome[8]	DEFINIENDUM[45]	_	_	
3-3	421-422	:	_	_	_	_	_	
3-4	423-427	Kras	_	C. Geome	GENUS	_	_	
3-5	428-430	ob	_	_	_	HAS\_LOCATION[76]	frame\_LOCATION	
3-6	431-437	morski	morska obala	_	_	HAS\_LOCATION[76]	_	
3-7	438-441	ali	_	_	_	HAS\_LOCATION[76]	_	
3-8	442-450	jezerski	_	D.1 Abiotic[9]	_	HAS\_LOCATION[76]	_	
3-9	451-456	obali	_	D.1 Abiotic[9]|D.1 Abiotic[10]	_	HAS\_LOCATION[76]	_	
3-10	456-457	.	_	_	_	_	_	

#Text=linearni kras: Kras, v katerem je opazna linearna razvrstitev depresijskih oblik, reber ali večjih vzpetinic.
4-1	462-470	linearni	_	C. Geome[11]	DEFINIENDUM[46]	_	_	
4-2	471-475	kras	_	C. Geome[11]	DEFINIENDUM[46]	_	_	
4-3	475-476	:	_	_	_	_	_	
4-4	477-481	Kras	_	C. Geome	GENUS	_	_	
4-5	481-482	,	_	_	_	_	_	
4-6	483-484	v	_	_	_	_	_	
4-7	485-492	katerem	_	_	_	_	_	
4-8	493-495	je	_	_	_	_	_	
4-9	496-502	opazna	_	_	_	CONTAINS[77]	_	
4-10	503-511	linearna	_	_	_	CONTAINS[77]	_	
4-11	512-523	razvrstitev	_	_	_	CONTAINS[77]	_	
4-12	524-536	depresijskih	_	D.1 Abiotic[12]	_	CONTAINS[77]	_	
4-13	537-542	oblik	_	D.1 Abiotic[12]	_	CONTAINS[77]	_	
4-14	542-543	,	_	_	_	CONTAINS[77]	_	
4-15	544-549	reber	_	D.1 Abiotic	_	CONTAINS[77]	_	
4-16	550-553	ali	_	_	_	CONTAINS[77]	_	
4-17	554-560	večjih	_	_	_	CONTAINS[77]	_	
4-18	561-570	vzpetinic	_	D.1 Abiotic	_	CONTAINS[77]	_	
4-19	570-571	.	_	_	_	_	_	

#Text=osameli kras, osamljeni kras: oazni kras sredi nekraške okolice.
5-1	576-583	osameli	_	C. Geome[13]	DEFINIENDUM[47]	_	_	
5-2	584-588	kras	_	C. Geome[13]	DEFINIENDUM[47]	_	_	
5-3	588-589	,	_	_	_	_	_	
