#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Canonicalform|Canonical
#T_SP=webanno.custom.Category|Category
#T_SP=webanno.custom.Definitionelement|Def_element
#T_SP=webanno.custom.Relation|Relation
#T_SP=webanno.custom.Relation_definitor|Rel_verb_frame


#Text=Udornice so površinske kraške globeli različnih oblik in velikosti, katerih nastanek povezujemo s točkastim vertikalnim odnašanjem kamnine v podzemlje, bodisi z nenadnimi udori nad jamskimi prostori, bodisi s postopnim odnašanjem kamnine nad aktivnimi jamskimi rovi (Stepišnik, 2001).
1-1	0-8	Udornice	_	A.1 Surface landform	DEFINIENDUM	_	_	
1-2	9-11	so	_	_	DEFINITOR	_	_	
1-3	12-22	površinske	_	A.1 Surface landform[2]	GENUS[33]	_	_	
1-4	23-29	kraške	_	A.1 Surface landform[2]	GENUS[33]	_	_	
1-5	30-37	globeli	_	A.1 Surface landform[2]	GENUS[33]	_	_	
1-6	37-38	 	_	_	_	_	_	
1-7	38-47	različnih	_	_	_	HAS\_FORM[57]|HAS\_SIZE[58]	_	
1-8	48-53	oblik	_	_	_	HAS\_FORM[57]	_	
1-9	54-56	in	_	_	_	_	_	
1-10	57-66	velikosti	_	_	_	HAS\_SIZE	_	
1-11	66-67	,	_	_	_	_	_	
1-12	68-75	katerih	_	_	_	_	_	
1-13	76-84	nastanek	_	_	_	HAS\_CAUSE[59]	_	
1-14	85-95	povezujemo	_	_	_	HAS\_CAUSE[59]	_	
1-15	96-97	s	_	_	_	HAS\_CAUSE[59]	_	
1-16	98-107	točkastim	_	_	_	HAS\_CAUSE[59]	_	
1-17	108-119	vertikalnim	_	_	_	HAS\_CAUSE[59]	_	
1-18	120-130	odnašanjem	_	B.2 Loss	_	HAS\_CAUSE[59]	_	
1-19	131-138	kamnine	_	D.1 Abiotic	_	HAS\_CAUSE[59]	_	
1-20	139-140	v	_	_	_	HAS\_CAUSE[59]	_	
1-21	141-150	podzemlje	_	C. Geome	_	HAS\_CAUSE[59]	_	
1-22	150-151	,	_	_	_	HAS\_CAUSE[59]	_	
1-23	152-158	bodisi	_	_	_	HAS\_CAUSE[59]	_	
1-24	159-160	z	_	_	_	HAS\_CAUSE[59]	_	
1-25	161-170	nenadnimi	_	_	_	HAS\_CAUSE[59]	_	
1-26	171-176	udori	_	B.1 Movement	_	HAS\_CAUSE[59]	_	
1-27	177-180	nad	_	_	_	HAS\_CAUSE[59]	_	
1-28	181-189	jamskimi	_	_	_	HAS\_CAUSE[59]	_	
1-29	190-198	prostori	_	_	_	HAS\_CAUSE[59]	_	
1-30	198-199	,	_	_	_	HAS\_CAUSE[59]	_	
1-31	200-206	bodisi	_	_	_	HAS\_CAUSE[59]	_	
1-32	207-208	s	_	_	_	HAS\_CAUSE[59]	_	
1-33	209-218	postopnim	_	_	_	HAS\_CAUSE[59]	_	
1-34	219-229	odnašanjem	_	_	_	HAS\_CAUSE[59]	_	
1-35	230-237	kamnine	_	_	_	HAS\_CAUSE[59]	_	
1-36	238-241	nad	_	_	_	HAS\_CAUSE[59]	_	
1-37	242-251	aktivnimi	_	_	_	HAS\_CAUSE[59]	_	
1-38	252-260	jamskimi	_	_	_	HAS\_CAUSE[59]	_	
1-39	261-265	rovi	_	_	_	HAS\_CAUSE[59]	_	
1-40	266-267	(	_	_	_	_	_	
1-41	267-276	Stepišnik	_	_	_	_	_	
1-42	276-277	,	_	_	_	_	_	
