#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Canonicalform|Canonical
#T_SP=webanno.custom.Category|Category
#T_SP=webanno.custom.Definitionelement|Def_element
#T_SP=webanno.custom.Relation|Relation
#T_SP=webanno.custom.Relation_definitor|Rel_verb_frame


#Text=Calcretes are carbonate deposits forming from groundwater near the water table in arid lands as a result of concentration processes by near-surface evaporation.
1-1	0-9	Calcretes	calcrete	D.1 Abiotic	DEFINIENDUM	_	_	
1-2	10-13	are	_	_	DEFINITOR	_	_	
1-3	14-23	carbonate	_	D.1 Abiotic[1]	GENUS[35]	_	_	
1-4	24-32	deposits	_	D.1 Abiotic[1]	GENUS[35]	_	_	
1-5	33-40	forming	_	_	_	HAS\_CAUSE[60]	_	
1-6	41-45	from	_	_	_	HAS\_CAUSE[60]	_	
1-7	46-57	groundwater	_	D.1 Abiotic	_	HAS\_CAUSE[60]	_	
1-8	58-62	near	_	_	_	HAS\_LOCATION[61]	frame\_LOCATION	
1-9	63-66	the	_	_	_	HAS\_LOCATION[61]	_	
1-10	67-72	water	_	D.1 Abiotic[2]	_	HAS\_LOCATION[61]	_	
1-11	73-78	table	_	D.1 Abiotic[2]	_	HAS\_LOCATION[61]	_	
1-12	79-81	in	_	_	_	HAS\_LOCATION[61]	_	
1-13	82-86	arid	_	D.1 Abiotic[3]	_	HAS\_LOCATION[61]	_	
1-14	87-92	lands	_	D.1 Abiotic[3]	_	HAS\_LOCATION[61]	_	
1-15	93-95	as	_	_	_	HAS\_CAUSE[62]	frame\_CAUSE[89]	
1-16	96-97	a	_	_	_	HAS\_CAUSE[62]	frame\_CAUSE[89]	
1-17	98-104	result	_	_	_	HAS\_CAUSE[62]	frame\_CAUSE[89]	
1-18	105-107	of	_	_	_	HAS\_CAUSE[62]	frame\_CAUSE[89]	
1-19	108-121	concentration	_	_	_	HAS\_CAUSE[62]	_	
1-20	122-131	processes	_	_	_	HAS\_CAUSE[62]	_	
1-21	132-134	by	_	_	_	HAS\_CAUSE[62]	_	
1-22	135-147	near-surface	_	B.2 Loss[4]	_	HAS\_CAUSE[62]	_	
1-23	148-159	evaporation	_	B.2 Loss[4]	_	HAS\_CAUSE[62]	_	
1-24	159-160	.	_	_	_	_	_	

#Text=Riedl defined the marginal cave by its position at the sea coast, the presence of brackish water, and the presence of troglobiotic species in it, but he also supposed that the origin of such caves was due to wave action and their gradual loss of connection to the sea.
2-1	161-166	Riedl	_	_	_	_	_	
2-2	167-174	defined	_	_	_	_	_	
2-3	175-178	the	_	_	_	_	_	
2-4	179-187	marginal	_	A.2 Underground landform[5]	DEFINIENDUM[36]	_	_	
2-5	188-192	cave	_	A.2 Underground landform[5]	DEFINIENDUM[36]	_	_	
2-6	193-195	by	_	_	_	HAS\_LOCATION[63]	frame\_LOCATION	
2-7	196-199	its	_	_	_	HAS\_LOCATION[63]	_	
2-8	200-208	position	_	_	_	HAS\_LOCATION[63]	_	
2-9	209-211	at	_	_	_	HAS\_LOCATION[63]	_	
2-10	212-215	the	_	_	_	HAS\_LOCATION[63]	_	
2-11	216-219	sea	_	D.1 Abiotic[6]	_	HAS\_LOCATION[63]	_	
2-12	220-225	coast	_	D.1 Abiotic[6]	_	HAS\_LOCATION[63]	_	
2-13	225-226	,	_	_	_	_	_	
2-14	227-230	the	_	_	_	CONTAINS[64]	_	
2-15	231-239	presence	_	_	_	CONTAINS[64]	_	
2-16	240-242	of	_	_	_	CONTAINS[64]	_	
2-17	243-251	brackish	_	_	_	CONTAINS[64]	_	
2-18	252-257	water	_	_	_	CONTAINS[64]	_	
2-19	257-258	,	_	_	_	_	_	
2-20	259-262	and	_	_	_	_	_	
2-21	263-266	the	_	_	_	CONTAINS[65]	_	
2-22	267-275	presence	_	_	_	CONTAINS[65]	_	
2-23	276-278	of	_	_	_	CONTAINS[65]	_	
2-24	279-291	troglobiotic	_	D.2 Biotic[7]	_	CONTAINS[65]	_	
