#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Canonicalform|Canonical
#T_SP=webanno.custom.Category|Category
#T_SP=webanno.custom.Definitionelement|Def_element
#T_SP=webanno.custom.Relation|Relation
#T_SP=webanno.custom.Relation_definitor|Rel_verb_frame


#Text=K is a term describing the occurrence of swallow holes and fractures.
1-1	0-1	K	_	D.3 Property	DEFINIENDUM	_	_	
1-2	2-4	is	_	_	DEFINITOR[25]	_	_	
1-3	5-6	a	_	_	DEFINITOR[25]	_	_	
1-4	7-11	term	_	_	DEFINITOR[25]	_	_	
1-5	12-22	describing	_	_	DEFINITOR[25]	_	_	
1-6	23-26	the	_	_	_	_	_	
1-7	27-37	occurrence	_	_	_	DEFINED\_AS[45]	_	
1-8	38-40	of	_	_	_	DEFINED\_AS[45]	_	
1-9	41-48	swallow	_	A.3 Hydrological form[1]	_	DEFINED\_AS[45]	_	
1-10	49-54	holes	_	A.3 Hydrological form[1]	_	DEFINED\_AS[45]	_	
1-11	55-58	and	_	_	_	DEFINED\_AS[45]	_	
1-12	59-68	fractures	fracture	D.1 Abiotic	_	DEFINED\_AS[45]	_	
1-13	68-69	.	_	_	_	_	_	

#Text=An important methodology is the EPIK system, developed in Switzerland and intended particularly for use in the karst of the Jura mountains (Doerfliger et al.
2-1	70-72	An	_	_	_	_	_	
2-2	73-82	important	_	_	_	_	_	
2-3	83-94	methodology	_	_	GENUS	_	_	
2-4	95-97	is	_	_	DEFINITOR	_	_	
2-5	98-101	the	_	_	_	_	_	
2-6	102-106	EPIK	_	E.2 Method[2]	DEFINIENDUM[26]	_	_	
2-7	107-113	system	_	E.2 Method[2]	DEFINIENDUM[26]	_	_	
2-8	113-114	,	_	_	_	_	_	
2-9	115-124	developed	_	_	_	_	_	
2-10	125-127	in	_	_	_	_	_	
2-11	128-139	Switzerland	_	_	_	_	_	
2-12	140-143	and	_	_	_	_	_	
2-13	144-152	intended	_	_	_	HAS\_FUNCTION[46]	frame\_FUNCTION[69]	
2-14	153-165	particularly	_	_	_	HAS\_FUNCTION[46]	frame\_FUNCTION[69]	
